"word_id","word","part_of_speech","definition","synonyms","letters","count","difficulty","example_sentences"
"3142","cookware","noun","a kitchen utensil made of material that does not melt easily; used for cooking","cooking utensil","8","465705","0.619011644079209",""
"3143","copaline","noun","partly mineralized copal dug from the ground","copalite, fossil copal","8","715","0.61904756697761",""
"3144","copartner","noun","a joint partner (as in a business enterprise)","","9","363284","0.642829080444223",""
"3145","copenhagen","noun","the capital and largest city of Denmark; located on the island of Zealand","danish capital, kobenhavn","10","7930460","0.666054000510383",""
"3146","copious","adjective","affording an abundant supply","ample, plenteous, plentiful, rich","7","4907043","0.594859003786028",""
"3147","copybook","noun","a book containing models of good penmanship; used in teaching penmanship","","8","141001","0.619036729153732",""
"3148","coquet","verb","talk or behave amorously, without serious intentions","butterfly, chat up, coquette, dally, flirt, mash, philander, romance","6","85236","0.571421989671266",""
"3149","corbiestep","noun","(architecture) a step on the top of a gable wall","corbel step, corbie-step, crow step","10","261","0.666666649670521",""
"3150","cordage","noun","the amount of wood in an area as measured in cords","","7","2038130","0.595080642251841",""
"3151","corduroys","noun","cotton trousers made of corduroy cloth","cords","9","163998","0.642844476325275",""
"3152","coriaceous","adjective","resembling or made to resemble leather; tough but pliable","leathered, leatherlike, leathery","10","575616","0.666622200501272",""
"3153","corky","adjective","(of wine) tainted in flavor by a cork containing excess tannin","corked","5","726380","0.547562934149723",""
"3154","cornflower","noun","an annual Eurasian plant cultivated in North America having showy heads of blue or purple or pink or white flowers","bachelor's button, bluebottle, centaurea cyanus","10","155723","0.666654639421632",""
"3155","cornstalk","noun","the stalk of a corn plant","corn stalk","9","286260","0.642835030949237",""
"3156","corporal","adjective","possessing or existing in bodily form","bodied, corporate, embodied, incarnate","8","8278232","0.618408085693713",""
"3157","corpuscle","noun","(nontechnical usage) a tiny piece of anything","atom, molecule, mote, particle, speck","9","738827","0.642800067792265",""
"3158","corsage","noun","an arrangement of flowers that is usually given as a present","bouquet, nosegay, posy","7","382819","0.595208523644719",""
"3159","corticoid","noun","a steroid hormone produced by the adrenal cortex or synthesized; administered as drugs they reduce swelling and decrease the body's immune response","adrenal cortical steroid, corticosteroid","9","145704","0.64284588963202",""
"3160","corticotrophin","noun","a hormone produced by the anterior pituitary gland that stimulates the adrenal cortex","acth, adrenocorticotrophic hormone, adrenocorticotrophin, adrenocorticotropic hormone, adrenocorticotropin, corticotropin","14","102629","0.761896836447653",""
"3161","corundum","noun","very hard mineral used as an abrasive","corundom","8","1162763","0.618957792719582",""
"3162","cosmopolite","noun","a sophisticated person who has travelled in many countries","cosmopolitan","11","155761","0.690464160295458",""
"3163","cottar","noun","fastener consisting of a wedge or pin inserted through a slot to hold two other pieces together","cotter","6","51912","0.571424564123763",""
"3164","cottier","noun","a medieval English villein","cotter","7","133445","0.595227789084547",""
"3165","cottony","adjective","resembling cotton; as soft as cotton","","7","426689","0.595205134458817",""
"3166","coue","noun","French psychotherapist who claimed that if one imagined one was getting better, one would get better (1857-1926)","emile coue","4","73802","0.523803825388248",""
"3167","count","verb","put into a group","number","5","98976491","0.53997260155055",""
"3168","countermine","verb","destroy property or hinder normal operations","counteract, sabotage, subvert, undermine, weaken","11","77285","0.690470222975031",""
"3169","counteroffer","noun","an offer made by someone who has rejected a prior offer","","12","251033","0.714266323846962",""
"3170","counterreformation","noun","a reformation intended to counter the results of a prior reformation","","18","76552","0.857136946269764",""
"3171","countess","noun","female equivalent of a count or earl","","8","7334315","0.618481008196325",""
"3172","coup","noun","a sudden and decisive change of government illegally or by force","coup d'etat, putsch, takeover","4","9337337","0.523088169080297",""
"3173","coupe","noun","a car with two doors and front seats and a luggage compartment","","5","1643036","0.547492117701291",""
"3174","cousin","noun","the child of your aunt or uncle","cousin-german, first cousin, full cousin","6","23580746","0.569606839197928",""
"3175","covariant","adjective","changing so that interrelations with another variable quantity or set of quantities remain unchanged","","9","682597","0.642804411852518",""
"3176","covered","adjective","overlaid or spread or topped with or enclosed within something; sometimes used as a combining form","","7","196628097","0.580047554197701",""
"3177","covet","verb","wish, long, or crave for (something, especially the property of another person)","","5","1131735","0.547531618365553",""
"3178","cowrie","noun","any of numerous tropical marine gastropods of the genus Cypraea having highly polished usually brightly marked shells","cowry","6","180452","0.571414633739539",""
"3179","cowskin","noun","leather made from the hide of a cow","cowhide","7","43834","0.595234712000844",""
"3180","coyote","noun","small wolf native to western North America","brush wolf, canis latrans, prairie wolf","6","4635765","0.571070437614372",""
"3181","coypu","noun","aquatic South American rodent resembling a small beaver; bred for its fur","myocastor coypus, nutria","5","33524","0.547616460882973",""
"3182","cozen","verb","be false to; be dishonest with","deceive, delude, lead on","5","145175","0.547607835261929",""
"3183","cozy","adjective","having or fostering a warm or friendly and informal atmosphere","informal, intimate","4","2908798","0.523584807187268",""
"3184","crack","noun","a purified and potent form of cocaine that is smoked rather than snorted; highly addictive","crack cocaine, tornado","5","29636597","0.545329469369777",""
"3185","cracow","noun","an industrial city in southern Poland on the Vistula","krakau, krakow","6","1087725","0.571344542176708",""
"3186","crampfish","noun","any sluggish bottom-dwelling ray of the order Torpediniformes having a rounded body and electric organs on each side of the head capable of emitting strong electric discharges","electric ray, numbfish, torpedo","9","1652","0.642857018399005",""
"3187","crampoon","noun","an iron spike attached to the shoe to prevent slipping on ice when walking or climbing","climber, climbing iron, crampon","8","166","0.619047609390718",""
"3188","crawler","noun","a person who tries to please someone in order to gain a personal advantage","ass-kisser, lackey, sycophant, toady","7","1207573","0.595144807104262",""
"3189","cream","noun","toiletry consisting of any of various substances in the form of a thick liquid that have a soothing and moisturizing effect when applied to the skin","emollient, ointment","5","51521509","0.543638745977275",""
"3190","creamery","noun","a workplace where dairy products (butter and cheese etc.) are produced or sold","","8","5423492","0.618628629221487",""
"3191","creatine","noun","an amino acid that does not occur in proteins but is found in the muscle tissue of vertebrates both in the free form and as phosphocreatine; supplies energy for muscle contraction","creatin","8","1613638","0.618922960278419",""
"3192","creator","noun","terms referring to the Judeo-Christian God","almighty, divine, god almighty, godhead, jehovah, lord, maker","7","15504313","0.594040309505435",""
"3193","credence","noun","a kind of sideboard or buffet","credenza","8","2976208","0.618817694651903",""
"3194","creditable","adjective","worthy of often limited commendation","","10","5057275","0.666275969010439",""
"3195","credo","noun","any system of principles or beliefs","creed","5","1442180","0.547507634873018",""
"3196","creeper","noun","any of various small insectivorous birds of the northern hemisphere that climb up a tree trunk supporting themselves on stiff tail feathers and their feet","tree creeper","7","870240","0.595170867834785",""
"3197","creese","noun","a Malayan dagger with a wavy blade","crease, kris","6","117340","0.571419509470122",""
"3198","crenelate","verb","supply with battlements","crenel, crenellate","9","2000","0.642856991514194",""
"3199","creosol","noun","a colorless to yellow aromatic liquid that is a constituent of creosote","","7","23498","0.59523628306272",""
"3200","crepuscular","adjective","like twilight; dim","","11","159952","0.690463836518888",""
"3201","cresol","noun","any of three poisonous colorless isomeric phenols; derived from coal or wood tar; used as a disinfectant","methyl phenol","6","943363","0.571355694892807",""
"3202","cretinism","noun","severe hypothyroidism resulting in physical and mental stunting","","9","464222","0.642821282458204",""
"3203","crewelwork","noun","embroidery done with loosely twisted worsted yarn","","10","13646","0.666665615609584",""
"3204","crichton","noun","Scottish man of letters and adventurer (1560-1582)","james crichton, the admirable crichton","8","864703","0.618980819406386",""
"3205","crimea","noun","a Ukrainian peninsula between the Black Sea and the Sea of Azov","","6","1965356","0.571276740612705",""
"3206","criminality","noun","the state of being a criminal","criminalism, criminalness","11","2806163","0.690259402942038",""
"3207","crimson","verb","turn red, as if in embarrassment or shame","blush, flush, redden","7","7760159","0.594638585720708",""
"3208","cringle","noun","fastener consisting of a metal ring for lining a small hole to permit the attachment of cords or lines","eyelet, grommet, grummet, loop","7","57818","0.595233631664038",""
"3209","crisis","noun","a crucial stage or turning point in the course of something","","6","75439123","0.565600509581839",""
"3210","criticism","noun","disapproval expressed by pointing out faults or shortcomings","unfavorable judgment","9","65970963","0.637760545664962",""
"3211","crocket","noun","an architectural ornament of curved foliage used at the edge of a spire or gable","","7","128463","0.595228173969985",""
"3212","cronus","noun","(Greek mythology) the supreme god until Zeus dethroned him; son of Uranus and Gaea in ancient Greek mythology; identified with Roman Saturn","","6","217397","0.57141177954594",""
"3213","crony","noun","a close friend who accompanies his buddies in their activities","brother, buddy, chum, pal, sidekick","5","338531","0.54759289750425",""
"3214","crossing","noun","a path (often marked) where something (as a street or railroad) can be crossed to get from one side to the other","crossover, crosswalk","8","48769825","0.615279899321075",""
"3215","crossruff","verb","trump alternately in two hands","","9","1872","0.64285700140286",""
"3216","crouse","noun","United States playwright (1893-1966)","russel crouse","6","1031139","0.571348913739815",""
"3217","crow","verb","dwell on with satisfaction","gloat, triumph","4","12909140","0.522812228702492",""
"3218","crouton","noun","a small piece of toasted or fried bread; served in soup or salads","","7","26667","0.595236038240971",""
"3219","crowned","adjective","crowned with or as if with laurel symbolizing victory","laureled, laurelled","7","9486166","0.594505242693762",""
"3220","crucial","adjective","of the greatest importance","all-important, all important, essential, of the essence","7","34555006","0.592568544286618",""
"3221","crumble","verb","fall into decay or ruin","decay, dilapidate","7","1943054","0.59508798736784",""
"3222","crumpled","adjective","of metal e.g.","bent, dented","8","2684661","0.618840218175549",""
"3223","crustacea","noun","class of mandibulate arthropods including: lobsters; crabs; shrimps; woodlice; barnacles; decapods; water fleas","class crustacea","9","1547110","0.642737623722311",""
"3224","crux","noun","a small conspicuous constellation in the southern hemisphere in the Milky Way near Centaurus","crux australis, southern cross","4","2259400","0.523634976563761",""
"3225","cryogenics","noun","the branch of physics that studies the phenomena that occur at very low temperatures","cryogeny","10","649565","0.666616487556018",""
"3226","crystallization","noun","a rock formed by the solidification of a substance; has regularly repeating internal structure; external plane faces","crystal","15","7489601","0.785135678211018",""
"3227","crystallography","noun","the branch of science that studies the formation and structure of crystals","","15","1516767","0.78559711073418",""
"3228","ctenidium","noun","comb-like respiratory structure serving as the gill of certain mollusks","","9","35240","0.642854423551135",""
"3229","cubiform","adjective","shaped like a cube","cube-shaped, cubelike, cubical, cuboid, cuboidal","8","5596","0.619047189894948",""
"3230","cubitus","noun","hinge joint between the forearm and upper arm and the corresponding joint in the forelimb of a quadruped","articulatio cubiti, cubital joint, elbow, elbow joint, human elbow","7","215511","0.595221449058783",""
"3231","cucurbit","noun","any plant of the family Cucurbitaceae","","8","117153","0.619038571535893",""
"3232","cuisse","noun","armor plate that protects the thigh","","6","14726","0.571427436935866",""
"3233","culex","noun","type genus of the Culicidae: widespread genus of mosquitoes distinguished by holding the body parallel to the resting surface","genus culex","5","863605","0.547552332804031",""
"3234","cull","verb","look for and gather","pick, pluck","4","1826966","0.523668384341664",""
"3235","culture","noun","a particular society at a particular time and place","civilisation, civilization","7","189174558","0.58062337889118",""
"3236","cumarone","noun","a colorless oily compound extracted from coal tar and used in manufacturing synthetic resins","benzofuran, coumarone","8","10816","0.619046786622771",""
"3237","cumin","noun","aromatic seeds of the cumin herb of the carrot family","cumin seed","5","1108711","0.547533397089424",""
"3238","cunningly","adverb","in an attractive manner","cutely","9","958528","0.642783094746174",""
"3239","cunnilingus","noun","oral stimulation of the vulva or clitoris","cunnilinctus","11","149530","0.690464641672649",""
"3240","cur","noun","an inferior dog or one of mixed breed","mongrel, mutt","3","4258045","0.499671047022343",""
"3241","curcuma","noun","tropical Asiatic perennial herbs","genus curcuma","7","91933","0.595230996102673",""
"3242","curmudgeon","noun","a crusty irascible cantankerous old person full of stubborn ideas","","10","156578","0.66665457336843",""
"3243","curse","noun","profane or obscene expression usually of surprise or anger","curse word, cuss, expletive, oath, swearing, swearword","5","12728407","0.546635715077225",""
"3244","cursive","noun","rapid handwriting in which letters are set down in full and are cursively connected within words without lifting the writing implement from the paper","cursive script, longhand, running hand","7","720512","0.595182435102321",""
"3245","curvilinear","adjective","characterized by or following a curved line","curvilineal","11","1715545","0.690343658860677",""
"3246","cusco","noun","a town in the Andes in southern Peru; formerly the capital of the Inca empire","cuzco","5","213168","0.547602582448684",""
"3247","cushitic","noun","a group of languages spoken in Ethiopia and Somalia and northwestern Kenya and adjacent regions","","8","96749","0.619040147851123",""
"3248","cutback","noun","a reduction in quantity or rate","","7","1367812","0.595132427807251",""
"3249","cyanamide","noun","a compound used as a fertilizer and as a source of nitrogen compounds","calcium-cyanamide","9","389494","0.642827055585264",""
"3250","cycad","noun","any tropical gymnosperm of the order Cycadales; having unbranched stems with a crown of fernlike leaves","","5","128336","0.547609136162349",""
"3251","cyclic","adjective","recurring in cycles","cyclical","6","13565537","0.570380566235857",""
"3252","cycloid","adjective","resembling a circle","cycloidal","7","357028","0.595210516133746",""
"3253","cyclostome","noun","primitive aquatic vertebrate","","10","27110","0.666664575445486",""
"3254","cymry","noun","a native or resident of Wales","cambrian, welsh, welshman","5","48572","0.547615298346628",""
"3255","cystocele","noun","hernia in which the urinary bladder protrudes through the wall of the vagina; sometimes occurs after childbirth","colpocystocele","9","222992","0.642839918731632",""
"3256","cytolysis","noun","pathological breakdown of cells by the destruction of their outer membrane","","9","241701","0.642838473363976",""
"3257","cytopenia","noun","a deficiency of some cellular element of the blood","","9","48340","0.642853411507931",""
"3258","cytoplast","noun","the intact cytoplasmic content of a cell","","9","12600","0.642856172609006",""
"3259","czaritza","noun","the wife or widow of a czar","czarina, tsarina, tsaritsa, tzarina","8","3172","0.619047377161568",""
"3260","czechoslovakia","noun","a former republic in central Europe; divided into Czech Republic and Slovakia in 1993","","14","11303341","0.761031523130831",""
"3261","dabble","verb","work with in an amateurish manner","play around, smatter","6","321262","0.571403755433933",""
"3262","dace","noun","small European freshwater fish with a slender bluish-green body","leuciscus leuciscus","4","442803","0.52377531813985",""
"3263","daddy","noun","an informal term for a father; probably derived from baby talk","dad, dada, pa, papa, pappa, pop","5","12641881","0.546642399661209",""
"3264","dahlia","noun","any of several plants of or developed from the species Dahlia pinnata having tuberous roots and showy rayed variously colored flower heads; native to the mountains of Mexico and Central America and Colombia","dahlia pinnata","6","1109137","0.57134288798823",""
"3265","dahomey","noun","a country on western coast of Africa; formerly under French control","benin, republic of benin","7","899613","0.595168598617609",""
"3266","dairy","noun","a farm where dairy products are produced","dairy farm","5","49676366","0.543781292880484",""
"3267","dais","noun","a platform raised above the surrounding level to give prominence to the person on it","ambo, podium, pulpit, rostrum, soapbox, stump","4","1197096","0.523717045078487",""
"3268","dairyman","noun","the owner or manager of a dairy","dairy farmer","8","1411805","0.618938552928482",""
"3269","dallas","noun","a large commercial and industrial city in northeastern Texas located in the heart of the northern Texas oil fields","","6","36262800","0.568627084499222",""
"3270","damar","noun","any of various hard resins from trees of the family Dipterocarpaceae and of the genus Agathis; especially the amboyna pine","dammar, dammar resin, gum dammar","5","148198","0.54760760171944",""
"3271","damask","noun","a fabric of linen or cotton or silk or wool with a reversible pattern woven into it","","6","1166787","0.571338434225584",""
"3272","damnable","adjective","deserving a curse","execrable","8","774529","0.618987785817364",""
"3273","damnatory","adjective","threatening with damnation","damning","9","39200","0.642854117620517",""
"3274","damply","adverb","in a damp manner","moistly","6","54379","0.571424373535169",""
"3275","dana","noun","Celtic goddess who was the mother of the Tuatha De Danann; identified with the Welsh Don","danu","4","11135053","0.522949286159759",""
"3276","daniel","noun","an Old Testament book that tells of the apocalyptic visions and the experiences of Daniel in the court of Nebuchadnezzar","book of daniel, book of the prophet daniel","6","66382304","0.566300196002555",""
"3277","dapple","noun","a small contrasting part of something","fleck, maculation, patch, speckle, spot","6","198049","0.571413274279673",""
"3278","dardanus","noun","(Greek mythology) founder of Troy","","8","93382","0.619040407969403",""
"3279","daredeviltry","noun","boldness as manifested in rash and daredevil behavior","daredevilry","12","5918","0.714285260256867",""
"3280","darkling","adjective","(poetic) occurring in the dark or night","","8","387891","0.619017655615836",""
"3281","darvon","noun","a mildly narcotic analgesic drug (trade name Darvon) related to methadone but less addictive","propoxyphene, propoxyphene hydrochloride","6","176354","0.571414950331374",""
"3282","darwinian","noun","an advocate of Darwinism","","9","1643410","0.642730184045939",""
"3283","dastard","adjective","despicably cowardly","dastardly","7","121991","0.595228673965681",""
"3284","datable","adjective","that can be given a date","dateable","7","283911","0.595216164802669",""
"3285","dative","noun","the category of nouns serving as the indirect object of a verb","dative case","6","1263735","0.571330944487839",""
"3286","davenport","noun","a city in eastern Iowa on the Mississippi River across from Moline and Rock Island","","9","9823818","0.642098204937876",""
"3287","david","noun","French neoclassical painter who actively supported the French Revolution (1748-1825)","jacques louis david","5","177229433","0.533927154368879",""
"3288","deadline","noun","the point in time at which something must be completed","","8","18491035","0.61761909349054",""
"3289","deaminate","verb","remove the amino radical (usually by hydrolysis) from an amino compound; to perform deamination","deaminize","9","14651","0.642856014158578",""
"3290","deathless","adjective","never dying","undying","9","795724","0.642795672202789",""
"3291","debridement","noun","surgical removal of foreign material and dead tissue from a wound in order to prevent infection and promote healing","","11","893763","0.690407145798661",""
"3292","debs","noun","United States labor organizer who ran for President as a socialist (1855-1926)","eugene v. debs, eugene victor debs","4","1841370","0.523667271557671",""
"3293","decadence","noun","the state of being degenerate in mental or moral qualities","decadency, degeneracy, degeneration","9","2210720","0.642686356394825",""
"3294","decaffeinate","verb","remove caffeine from (coffee)","","12","3667","0.714285434158336",""
"3295","decahedron","noun","any polyhedron having ten plane faces","","10","3611","0.66666639086558",""
"3296","decalogue","noun","the biblical commandments of Moses","ten commandments","9","780648","0.64279683690228",""
"3297","decipher","verb","convert code into ordinary language","decode, decrypt","8","1808641","0.618907895281415",""
"3298","decisively","adverb","with firmness","resolutely","10","3431489","0.666401569443349",""
"3299","decius","noun","Emperor of Rome who was proclaimed emperor against his will; his reign was notable for his severe persecution of Christians (201-251)","","6","366743","0.571400241789893",""
"3300","declamation","noun","recitation of a speech from memory with studied gestures and intonation as an exercise in elocution or rhetoric","","11","1178969","0.690385112150279",""
"3301","declension","noun","process of changing to an inferior state","decline in quality, deterioration, worsening","10","869611","0.666599487856881",""
"3302","decollate","verb","cut the head of","behead, decapitate","9","15235","0.642855969041538",""
"3303","deconstruction","noun","a philosophical theory of criticism (usually of literature or film) that seeks to expose deep-seated contradictions in a work by delving below its surface meaning","deconstructionism","14","1398517","0.761796722352807",""
"3304","decorative","adjective","serving an esthetic rather than a useful purpose","cosmetic, ornamental","10","12877377","0.665671825416754",""
"3305","decreasing","adjective","becoming less or smaller","","10","22656562","0.664916332461648",""
"3306","decubitus","noun","a reclining position (as in a bed)","","9","571226","0.642813015842104",""
"3307","dedicated","adjective","solemnly dedicated to or set apart for a high or sacred purpose","consecrate, consecrated","9","37349574","0.639971696978168",""
"3308","deem","verb","keep in mind or convey as a conviction or view","hold, take for, view as","4","19782544","0.522281222458148",""
"3309","deerstalker","noun","a tight-fitting hat with visors front and back; formerly worn by hunters","","11","27050","0.690474103890322",""
"3310","defeat","noun","an unsuccessful ending to a struggle or contest","licking","6","38516078","0.568453007042369",""
"3311","defectiveness","noun","the state of being defective","faultiness","13","288262","0.738072971522409",""
"3312","defibrillation","noun","treatment by stopping fibrillation of heart muscles (usually by electric shock delivered by a defibrillator)","","14","458287","0.761869360015473",""
"3313","deflate","verb","reduce or lessen the size or importance of","puncture","7","552794","0.59519539219102",""
"3314","deflexion","noun","the movement of the pointer or pen of a measuring instrument from its zero position","deflection","9","90381","0.642850163621801",""
"3315","deft","adjective","skillful in physical movements; especially of the hands","dexterous, dextrous","4","2668055","0.52360340583741",""
"3316","degenerate","verb","grow worse","deteriorate, devolve, drop","10","5822007","0.666216889481976",""
"3317","degeneration","noun","passing from a more complex to a simpler biological form","retrogression","12","10336261","0.71348718747674",""
"3318","deglutition","noun","the act of swallowing","drink, swallow","11","555813","0.690433254195647",""
"3319","deific","adjective","characterized by divine or godlike nature","","6","48973","0.571424791176814",""
"3320","deimos","noun","the outer of two small satellites of Mars","","6","131963","0.571418379767239",""
"3321","delegation","noun","a group of representatives or delegates","commission, delegacy, deputation, mission","10","30270117","0.66432814569907",""
"3322","delft","noun","a style of glazed earthenware; usually white with blue decoration","","5","1609608","0.547494700188329",""
"3323","delineate","verb","show the form or outline of","define","9","3193136","0.642610459644024",""
"3324","dell","noun","a small wooded hollow","dingle","4","6270759","0.523325078196474",""
"3325","demagoguery","noun","impassioned appeals to the prejudices and emotions of the populace","demagogy","11","311081","0.690452161016808",""
"3326","demarcate","verb","set, mark, or draw the boundaries of something","delimit, delimitate","9","307898","0.642833359301082",""
"3327","demeter","noun","(Greek mythology) goddess of fertility and protector of marriage in ancient mythology; counterpart of Roman Ceres","","7","1039784","0.59515776967808",""
"3328","demobilise","verb","release from military service or remove from the active list of military service","demobilize, inactivate","10","6374","0.666666177409445",""
"3329","democratise","verb","introduce democratic reforms; of nations","democratize","11","13396","0.69047515873291",""
"3330","demonize","verb","make into a demon","demonise","8","133480","0.619037310190139",""
"3331","demulcent","adjective","having a softening or soothing effect especially to the skin","emollient, salving, softening","9","159505","0.642844823432918",""
"3332","denomination","noun","identifying word or words by which someone or something is called and classified or distinguished from others","appellation, appellative, designation","12","9291416","0.713567907192818",""
"3333","deny","verb","deny formally (an allegation of fact by the opposing party) in a legal suit","traverse","4","45280292","0.520311388674959",""
"3334","depolarize","verb","eliminate the polarization of","depolarise","10","144775","0.666655485211631",""
"3335","depositary","noun","a facility where things can be deposited for storage or safekeeping","deposit, depository, repository","10","3097331","0.666427384888592",""
"3336","deprecative","adjective","tending to diminish or disparage","belittling, deprecating, deprecatory, depreciative, depreciatory, slighting","11","6487","0.69047569248913",""
"3337","dermatome","noun","a surgical instrument used to cut very thin slices of skin","","9","178080","0.64284338841746",""
"3338","dervish","noun","an ascetic Muslim monk; a member of an order noted for devotional exercises involving bodily movements","","7","490135","0.595200232924995",""
"3339","descent","noun","a downward slope or bend","declension, declination, decline, declivity, downslope, fall","7","23455183","0.593426063402927",""
"3340","desegregation","noun","the action of incorporating a racial or religious group into a community","integrating, integration","13","5049683","0.737705126960537",""
"3341","deserve","verb","be worthy or deserving","merit","7","19836949","0.593705590817218",""
"3342","designedly","adverb","with intention; in an intentional manner","advisedly, by choice, by design, deliberately, intentionally, on purpose, purposely","10","508793","0.666627362925926",""
"3739","felucca","noun","a fast narrow sailing ship of the Mediterranean","","7","94307","0.595230812698814",""
"3343","desktop","noun","(computer science) the area of the screen in graphical user interfaces against which icons and windows appear","background, screen background","7","7101108","0.594689500841708",""
"3344","despondency","noun","feeling downcast and disheartened and hopeless","despondence, disconsolateness, heartsickness","11","1356846","0.690371370225939",""
"3345","desquamate","verb","peel off in scales","peel off","10","29168","0.666664416454271",""
"3346","destination","noun","written directions for finding some location; written on letters or packages that are to be delivered to that location","address, name and address","11","30676278","0.688106291456727",""
"3347","desulphurize","verb","remove sulfur from","desulfurize","12","9131","0.714285012035889",""
"3348","detection","noun","the act of detecting something; catching sight of something","catching, espial, spotting, spying","9","51213368","0.63890064671191",""
"3349","detector","noun","rectifier that extracts modulation from a radio carrier wave","demodulator","8","21843920","0.617360065667999",""
"3350","detergent","adjective","having cleansing power","detersive","9","4330934","0.64252255882475",""
"3351","deterioration","noun","process of changing to an inferior state","declension, decline in quality, worsening","13","17037821","0.7367789808856",""
"3352","determinable","adjective","capable of being determined or limited or fixed","","12","2397488","0.714100499023017",""
"3353","detoxicate","verb","remove poison from","detoxify","10","7488","0.666666091347145",""
"3354","detribalize","verb","cause members of a tribe to lose their cultural identity","detribalise","11","2352","0.690476011939409",""
"3355","detrimental","adjective","(sometimes followed by `to') causing harm or injury","damaging, prejudicial, prejudicious","11","10864291","0.689636870600607",""
"3356","deuterium","noun","an isotope of hydrogen which has one neutron (as opposed to zero neutrons in hydrogen)","heavy hydrogen","9","2981302","0.642626824923406",""
"3357","devalue","verb","lose in value","depreciate, devaluate, undervalue","7","540061","0.595196375881562",""
"3358","developer","noun","photographic equipment consisting of a chemical solution for developing film","","9","12166296","0.641917236316616",""
"3359","developing","noun","processing a photosensitive material in order to make an image visible","development","10","132909046","0.656398754059676",""
"3360","devitalize","verb","sap of life or energy","devitalise","10","52835","0.666662588055303",""
"3361","dewdrop","noun","a drop of dew","","7","159690","0.595225761521657",""
"3362","dewlap","noun","a hanging fold of loose skin on an elderly person's neck","","6","129293","0.57141858603864",""
"3363","dexterity","noun","adroitness in using the hands","manual dexterity, sleight","9","2947757","0.642629416449303",""
"3364","dextrin","noun","any of various polysaccharides obtained by hydrolysis of starch; a tasteless and odorless gummy substance that is used as a thickening agent and in adhesives and in dietary supplements","","7","654696","0.595187519730982",""
"3365","dextrorotation","noun","rotation to the right","clockwise rotation","14","14802","0.761903621540661",""
"3366","diachronic","adjective","used of the study of a phenomenon (especially language) as it changes through time","historical","10","638911","0.666617310632986",""
"3367","diagnose","verb","determine or distinguish the nature of a problem or an illness through a diagnostic analysis","name","8","4547833","0.618696278438224",""
"3368","diagnostician","noun","a doctor who specializes in medical diagnosis","pathologist","13","428595","0.738062130067536",""
"3369","dialectics","noun","a rationale for dialectical materialism based on change through the conflict of opposing forces","","10","1368143","0.666560973664349",""
"3370","diamagnetism","noun","phenomenon exhibited by materials like copper or bismuth that become magnetized in a magnetic field with a polarity opposite to the magnetic force; unlike iron they are slightly repelled by a magnet","","12","155977","0.714273667417857",""
"3371","diametrical","adjective","related to or along a diameter","diametral, diametric","11","196234","0.690461033545491",""
"3372","dianoetic","adjective","proceeding to a conclusion by reason or argument rather than intuition","discursive","9","14625","0.642856016167213",""
"3373","diaspora","noun","the body of Jews (or Jewish communities) outside Palestine or modern Israel","","8","3312082","0.618791746636726",""
"3374","diathermy","noun","a method of physical therapy that involves generating local heat in body tissues by high-frequency electromagnetic currents","","9","638981","0.642807781415598",""
"3375","diaz","noun","Portuguese explorer who in 1488 was the first European to get round the Cape of Good Hope (thus establishing a sea route from the Atlantic to Asia) (1450-1500)","bartholomeu dias, bartholomeu diaz, dias","4","5129694","0.523413231408507",""
"3376","dichloride","noun","a compound containing two chlorine atoms per molecule","bichloride","10","641096","0.66661714183036",""
"3377","dichotomous","adjective","divided or dividing into two sharply distinguished parts or classifications","","11","1327340","0.690373649718058",""
"3378","diclinous","adjective","having pistils and stamens in separate flowers","","9","18125","0.642855745773991",""
"3379","dicot","noun","flowering plant with two cotyledons; the stem grows by deposit on its outside","dicotyledon, exogen, magnoliopsid","5","93884","0.547611797758718",""
"3380","didactic","adjective","instructive (especially excessively)","didactical","8","3573189","0.618771574761562",""
"3381","dietitian","noun","a specialist in the study of diet and nutrition","dietician","9","1146000","0.64276861155813",""
"3382","differentiable","adjective","capable of being perceived as different","","14","1240130","0.761808958573175",""
"3383","diffident","adjective","lacking self-confidence","shy, timid, unsure","9","637528","0.642807893667413",""
"3384","dilapidation","noun","the process of becoming dilapidated","ruin","12","282735","0.71426387470241",""
"3385","dilate","verb","add details, as to an account or idea; clarify the meaning of and discourse in a learned way, usually in writing","elaborate, enlarge, expand, expatiate, exposit, expound, flesh out, lucubrate","6","1273336","0.571330202760603",""
"3386","dilemma","noun","state of uncertainty or perplexity especially as requiring a choice between equally unfavorable options","quandary","7","15114138","0.594070452555573",""
"3387","diminished","adjective","impaired by diminution","lessened, vitiated, weakened","10","24977573","0.664737022277904",""
"3388","dimple","noun","a chad that has been punched or dimpled but all four corners are still attached","dimpled chad, pregnant chad","6","841496","0.571363564648913",""
"3389","dindymene","noun","great nature goddess of ancient Phrygia in Asia Minor; counterpart of Greek Rhea and Roman Ops","cybele, great mother, magna mater, mater turrita","9","4582","0.642856792041251",""
"3390","ding","verb","go `ding dong', like a bell","dingdong, dong","4","3129542","0.523567753563998",""
"3391","diocese","noun","the territorial jurisdiction of a bishop","bishopric, episcopate","7","9398405","0.594512022687927",""
"3392","diode","noun","a semiconductor that consists of a p-n junction","crystal rectifier, junction rectifier, semiconductor diode","5","8297675","0.546978012192164",""
"3393","dip","verb","appear to move downward","sink","3","16647850","0.498713870080437",""
